row_index,group_id,perturbation_type,target_label,target_text,original_scenario,original_excuse,original_accuracy_rate,perturbed_scenario,perturbed_excuse,correct_count,accuracy_rate,majority_pred_label,majority_pred_text,majority_correct,mean_pred_yes,direct_parse_rate,trial_1_temp_0.0,trial_2_temp_0.1,trial_3_temp_0.2,trial_4_temp_0.35,trial_5_temp_0.5,trial_6_temp_0.65,trial_7_temp_0.8,trial_8_temp_0.95,trial_9_temp_1.1,trial_10_temp_1.25
3290,822,paraphrase,1,Yes,Could you open the curtains just before the play begins?,But there is no curtain on this stage.,0.8,Would you mind drawing open the curtains right as the performance is about to start?,This particular stage doesn't have any curtains though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,1,0
21352,797,paraphrase,0,No,Can you slice me a piece of cake?,I cut the piece you ate yesterday.,1.0,Would you mind cutting me a slice of cake?,I already cut you a piece yesterday when you had some.,5,0.5,1,Yes,0,0.5,1.0,0,0,0,0,0,1,1,1,1,1
8634,2158,paraphrase,0,No,Aren't you supposed to bring in the milk to the kitchen?,"No, because the milk should be cold.",1.0,Shouldn't you be bringing the milk inside to the kitchen?,"Not right now, because the milk needs to stay cold.",0,0.0,1,Yes,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
2260,565,paraphrase,1,Yes,Could you let me use your hammer?,But I am using it right now.,0.8,Would you be able to lend me your hammer for a bit?,I can't right now because I'm currently using it myself.,0,0.0,0,No,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
7521,1880,paraphrase,1,Yes,Could you please call maintenance to have the stove fixed?,But maintenance already came by and ordered parts.,0.9,Would you mind contacting maintenance about getting the stove repaired?,Maintenance has already been here though and they've already ordered the necessary parts.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,1,0,0,0,0,0
6457,1614,paraphrase,0,No,Can you prepare some chicken for dinner?,But the chicken is in the refrigerator.,1.0,Would you be able to cook up some chicken for tonight's meal?,The chicken is already stored in the fridge though.,5,0.5,1,Yes,0,0.5,1.0,1,1,1,1,0,0,0,1,0,0
13250,3312,paraphrase,1,Yes,Could you put that blanket in the wash?,But our son is currently sleeping with that blanket on him.,0.8,Would you mind throwing that blanket into the washing machine?,Our son is using it right now though—he's asleep with it.,1,0.1,0,No,0,0.1,0.9,0,0,0,0,0,1,0,0,0,0
1943,485,paraphrase,1,Yes,Could you that us to the zoo today?,But the zoo is closed for renovations.,0.8,Would you be able to take us to the zoo this afternoon?,"The zoo is currently undergoing renovations, so it's not open right now.",0,0.0,0,No,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
9803,2450,paraphrase,1,Yes,Can you meet me for lunch at Chipotle?,But I have a doctor's appointment during lunch today.,0.9,Would you be able to grab lunch with me at Chipotle?,I can't because I've got a medical appointment scheduled right around lunchtime.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,1,0,0
6092,1523,paraphrase,0,No,Aren't you supposed to be getting ready for work?,"I'm supposed to be getting ready for work, but I'm scheduled to work the ER so it won't matter if I'm late.",0.9,Shouldn't you be preparing for your shift?,"I know I should be getting ready, but since I'm on the ER roster today, being a bit late won't be a problem.",4,0.4,1,Yes,0,0.6,1.0,1,1,1,1,0,0,0,1,1,0
13988,3497,paraphrase,0,No,Can you cut some daffodils from the garden and put them in a vase?,But it's a little breezy outside today.,1.0,Would you be able to pick some daffodils from the garden and arrange them in a vase?,The wind is a bit strong outside at the moment though.,2,0.2,1,Yes,0,0.8,1.0,1,1,1,1,1,0,0,1,1,1
6629,1657,paraphrase,0,No,Could you take a picture of me.,But I can't because I don't want the camera to break.,0.9,Would you mind snapping a photo of me?,I'm worried the camera might get damaged if I do that.,2,0.2,1,Yes,0,0.8,1.0,1,1,1,1,1,1,1,1,0,0
20583,604,paraphrase,0,No,Could you park in the garage when you get home?,But I have to put gas in the car.,0.9,Would you mind pulling the car into the garage once you're back home?,I need to fill up the tank first though.,2,0.2,1,Yes,0,0.8,1.0,1,1,1,1,1,0,1,1,0,1
19469,326,paraphrase,1,Yes,Can you ride the roller coaster with me?,But I'm deathly afraid of roller coasters.,0.8,Would you be willing to go on the roller coaster with me?,I have an intense phobia of roller coasters that prevents me from riding them.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,1,0,0,0,0,0
13306,3326,paraphrase,1,Yes,Can you meet me for dinner today?,But I already have dinner plans with my sister.,0.8,Would you be able to join me for dinner this evening?,I'm afraid I can't—I've already committed to having dinner with my sister.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,1,0,0,0,0
5476,1369,paraphrase,1,Yes,Could you please play this piece of music?,But there is no part for my instrument.,1.0,Would you be able to perform this musical composition?,My instrument doesn't have a part in it though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,1,0,0,0,0
8301,2075,paraphrase,0,No,Aren't you supposed to go to the mall?,No because I just walked my dog.,1.0,Didn't you plan to head to the mall today?,I can't because I just finished walking the dog.,0,0.0,1,Yes,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
15783,3945,paraphrase,0,No,Aren't you supposed to go to visit your mom at Christmas?,No because my dad is really mean,0.9,Isn't Christmas the time you usually visit your mother?,"My father is quite difficult, which makes it hard for me to go.",0,0.0,1,Yes,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
3992,998,paraphrase,1,Yes,Could you take my daughter to the amusement park?,But the amusement park is closed.,0.9,Would you be able to bring my daughter to the amusement park?,The amusement park isn't open right now though.,0,0.0,0,No,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
32,8,paraphrase,1,Yes,Aren't you supposed to pick up your kid from school?,No because he is riding the bus home.,1.0,Didn't you say you'd pick your child up from school today?,"He's taking the bus back home, so I don't need to.",0,0.0,0,No,0,0.0,0.9,0,0,0,0,0,0,0,0,0,0
14270,3567,paraphrase,1,Yes,Could you make me a grilled cheese sandwich?,But the grill is out of propane.,1.0,Would you be able to whip up a grilled cheese for me?,The propane tank for the grill is empty though.,3,0.3,0,No,0,0.3,1.0,0,0,1,0,1,0,0,1,0,0
10655,2663,paraphrase,1,Yes,Can you decorate the house for our son's birthday party this weekend?,But I'm sick in bed with the flu.,0.9,Would you be able to put up decorations for our son's birthday celebration this Saturday?,"I'm currently laid up with the flu, so I'm not in any condition to do that.",3,0.3,0,No,0,0.3,1.0,0,0,0,0,0,0,1,1,1,0
207,51,paraphrase,0,No,Can you bring the trash can to the curb?,But the wind knocked over the trash can.,1.0,Would you be able to move the trash can out to the curb?,The trash can got blown over by the wind though.,2,0.2,1,Yes,0,0.8,1.0,1,1,1,1,0,1,1,1,1,0
8389,2097,paraphrase,1,Yes,Can you take our son to soccer practice today?,But practice was cancelled due to the rain.,0.9,Would you be able to drive our son to his soccer practice this afternoon?,The practice got called off because of the weather though.,4,0.4,0,No,0,0.4,1.0,0,0,0,0,0,1,1,1,0,1
9741,2435,paraphrase,1,Yes,Could you go collect the rent from the tenants at our rental house.,I would but they paid the rent yesterday.,1.0,Would you mind going over to the rental property to gather rent payments from the tenants?,"I'd do it, but they already paid their rent the day before yesterday.",4,0.4,0,No,0,0.4,1.0,0,0,1,0,1,1,0,0,0,1
15768,3942,paraphrase,1,Yes,Can you come bar hopping with me tonight?,But I'm seven months pregnant.,1.0,Would you want to go out bar crawling with me this evening?,I can't really do that though—I'm in my seventh month of pregnancy.,0,0.0,0,No,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
16531,4132,paraphrase,1,Yes,Could you pick me up from work tonight?,No because I have to work late and won't be out of work until after you.,0.9,Would you be able to give me a ride home from work this evening?,I can't because I'll be working overtime and won't finish until well after your shift ends.,4,0.4,0,No,0,0.4,1.0,0,0,1,1,1,0,1,0,0,0
8030,2007,paraphrase,1,Yes,Could you take the dogs to the vet today?,But the vet's office is already closed for the day.,0.8,Would you be able to bring the dogs in for their vet appointment today?,The veterinary clinic has already shut down for the evening though.,3,0.3,0,No,0,0.3,1.0,0,0,0,0,1,1,0,0,1,0
16152,4038,paraphrase,1,Yes,Could you please answer the front door?,But nobody knocked or rang the door bell.,0.9,Would you mind getting the door for me?,There hasn't been any knocking or doorbell ringing though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,1,0
1712,428,paraphrase,1,Yes,Could you please lend me your phone to call a taxi?,But the taxi is already here.,0.8,Would you be able to let me use your phone so I can call for a taxi?,"The taxi has already arrived though, so there's no need to make that call.",2,0.2,0,No,0,0.2,1.0,0,0,0,0,0,0,0,1,1,0
18103,4525,paraphrase,1,Yes,Can you meet me at the cafe for some coffee?,But I heard the cafe closed permanently last week.,1.0,Would you be able to come by the cafe with me for a coffee?,I thought that place shut down for good a while back though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,0,1
18208,11,paraphrase,0,No,Could you get up and go to school today?,But I felt more tired than usual today.,0.9,Don't you need to get ready and head to school this morning?,I'm experiencing unusual fatigue today though.,2,0.2,1,Yes,0,0.8,0.9,1,1,1,1,0,1,1,1,0,1
2877,719,paraphrase,1,Yes,Could you buy a pepperoni pizze when you go to town?,But the pizza restaurant is closed tonight,0.8,Would you be able to pick up a pepperoni pizza while you're in town?,The pizzeria won't be open tonight though.,3,0.3,0,No,0,0.3,1.0,0,1,0,0,0,1,0,0,1,0
13157,3289,paraphrase,1,Yes,Could you go hang the clothes outside to dry?,But it is raining outside.,0.8,Would you mind putting the laundry out on the line to air dry?,The weather's bad though—it's raining right now.,4,0.4,0,No,0,0.4,1.0,0,0,0,1,0,1,0,0,1,1
12821,3205,paraphrase,0,No,Could you get cleaning supplies from the janitor's room?,But I need to throw something in the trash first.,1.0,Would you be able to grab some cleaning supplies from the janitor's closet?,I have to dispose of something in the trash before I do that though.,1,0.1,1,Yes,0,0.9,1.0,1,1,1,1,1,1,1,0,1,1
7882,1970,paraphrase,1,Yes,Aren't you supposed to watch House Hunters on TV with your sister tonight?,No because I have to work so she is recording it,0.8,Shouldn't you be watching House Hunters with your sister this evening?,"I can't because I have work tonight, but she's going to record it for me anyway.",2,0.2,0,No,0,0.2,1.0,0,0,0,0,0,0,1,0,0,1
11489,2872,paraphrase,1,Yes,Can you go out with me tonight for my birthday?,But tonight is my son's birthday as well.,1.0,Would you be able to come celebrate with me tonight? It's my birthday.,"I can't though, since my son is also having his birthday tonight.",3,0.3,0,No,0,0.3,0.9,0,0,0,1,0,1,0,0,1,0
1797,449,paraphrase,1,Yes,Can you make me a chicken salad sandwich for lunch?,But the chicken salad in the fridge is spoiled.,0.9,Would you be able to put together a chicken salad sandwich for my lunch?,The chicken salad we have in the fridge has gone bad though.,3,0.3,0,No,0,0.3,1.0,0,0,0,0,0,0,0,1,1,1
6247,1561,paraphrase,1,Yes,Could you put new shelf paper in the cabinets?,But the paint on the shelving is still wet.,0.8,Would you be able to line the cabinet shelves with new paper?,The shelving paint hasn't dried yet though.,3,0.3,0,No,0,0.3,1.0,0,0,0,1,0,0,0,0,1,1
1195,298,paraphrase,0,No,Aren't you supposed to make a videotape?,No because I just got back from a soccer game.,1.0,Didn't you need to film a video?,"I just returned from playing soccer, so I haven't had the chance.",1,0.1,1,Yes,0,0.9,1.0,1,1,1,1,1,1,1,1,1,0
11256,2814,paraphrase,1,Yes,Could you please go to the supermarket today for grocery.,But we already have stock for a month.,0.9,Would you be able to head to the grocery store today?,We've got enough supplies stocked up for the next month though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,0,1
12654,3163,paraphrase,1,Yes,Can you get me a sub from the sub shop?,But the sub shop is closed for renovations.,0.9,Would you be able to pick up a submarine sandwich from that sub place for me?,"Unfortunately, they're doing renovations right now so the shop isn't open.",3,0.3,0,No,0,0.3,1.0,0,0,0,0,0,1,0,1,0,1
14888,3722,paraphrase,1,Yes,Can you complete this survey I posted on Mturk?,But I don't meet the qualification for the HIT.,0.8,Would you be able to fill out this survey I've put up on Mechanical Turk?,I'm afraid I don't have the required qualifications for that HIT though.,2,0.2,0,No,0,0.2,1.0,0,0,0,1,0,0,0,0,1,0
17873,4468,paraphrase,1,Yes,Could you put some sunscreen on my back?,But I'm allergic to some ingredients in the sunscreen.,1.0,Would you mind applying sunscreen to my back?,I can't do that because I have an allergy to certain components in the sunscreen.,2,0.2,0,No,0,0.2,1.0,0,1,0,0,0,1,0,0,0,0
16378,4094,paraphrase,1,Yes,Can you come to the gym with me?,But I'm in bed with the flu.,0.8,Would you be able to join me at the gym today?,I can't because I'm currently bedridden with the flu.,4,0.4,0,No,0,0.4,1.0,1,1,1,0,0,0,0,0,0,1
16582,4145,paraphrase,1,Yes,Could you make me a peanut butter and jelly sandwich for lunch?,But you are allergic to peanut butter,0.8,Would you mind putting together a peanut butter and jelly sandwich for me to eat at lunch?,"You have a peanut allergy though, so that wouldn't be safe.",3,0.3,0,No,0,0.3,1.0,0,0,0,1,1,0,0,0,1,0
10224,2556,paraphrase,0,No,Could you let me borrow your laptop?,But I just loaded new software.,1.0,Would you be able to lend me your laptop for a bit?,I'm afraid I can't right now since I've just installed some new software on it.,2,0.2,1,Yes,0,0.8,1.0,0,1,1,1,1,1,1,0,1,1
19731,391,paraphrase,1,Yes,Could you move the clothes from the washer to the dryer?,But the washing machine has not yet finished the rinse cycle.,0.8,Would you be able to transfer the clothes from the washing machine to the dryer?,The rinse cycle hasn't completed yet on the washer.,3,0.3,0,No,0,0.3,1.0,0,0,0,0,0,1,1,1,0,0
21252,772,paraphrase,0,No,Aren't you supposed to do the dishes tonight?,No because the dishes are all dirty.,1.0,Isn't it your turn to wash the dishes this evening?,"Actually, all the dishes are still dirty, so there's nothing clean to use yet.",0,0.0,1,Yes,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
17055,4263,paraphrase,1,Yes,Could you please take the dogs to the vet tomorrow?,But the vet is closed tomorrow.,0.9,Would you be able to bring the dogs in for their vet appointment tomorrow?,The veterinary clinic won't be open tomorrow though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,1,0
19551,346,paraphrase,1,Yes,Could you go to the park with the dog?,But the park is closed today.,0.8,Would you be able to take the dog to the park this afternoon?,The park happens to be closed today though.,1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,1,0
10618,2654,paraphrase,1,Yes,Aren't you supposed to go visit your grandma tomorrow?,No because my grandma passed away last month,0.8,Shouldn't you be planning to see your grandmother tomorrow?,"I can't, since my grandmother died a few weeks ago.",4,0.4,0,No,0,0.4,0.9,0,0,0,1,0,1,1,1,0,0
2688,672,paraphrase,1,Yes,Could you take me to the amusement park today?,But they are closed for renovations.,0.8,Would you be able to drive me to the amusement park this afternoon?,"The park is undergoing construction work right now, so it's not open.",2,0.2,0,No,0,0.2,1.0,0,0,0,0,0,0,0,0,1,1
5813,1453,paraphrase,1,Yes,Can you carry this box for me upstairs?,But this box weighs 500 pounds and I can't lift it.,0.8,Would you mind bringing that box up to the second floor?,"I'm unable to—the box is far too heavy for me to lift, it must weigh around 500 pounds.",1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,1,0
1993,498,paraphrase,1,Yes,Could you tell my dad how much I love him please?,But your dad passed away last month,0.9,Would you mind letting my dad know how much he means to me?,Your father died just a few weeks ago though.,1,0.1,0,No,0,0.1,1.0,0,0,0,1,0,0,0,0,0,0
16911,4227,paraphrase,1,Yes,Could you go running with me this afternoon?,But I have a sprained ankle,0.8,Would you be able to join me for a run this afternoon?,I can't because I'm dealing with a sprained ankle right now.,3,0.3,0,No,0,0.3,1.0,0,0,0,0,1,0,1,0,0,1
7124,1781,paraphrase,1,Yes,Could you stop by the farmer's market for some produce this afternoon?,But the farmer's market sells out of produce by 11am every weekend.,0.8,Would you be able to pick up some fresh vegetables from the farmer's market this afternoon?,The farmer's market typically runs out of most produce by mid-morning on weekends though.,3,0.3,0,No,0,0.3,1.0,0,0,0,0,0,0,1,1,0,1
4985,1246,paraphrase,1,Yes,Aren't you supposed to go wedding dress tomorrow?,No because I called the wedding off,1.0,Weren't you planning to go wedding dress shopping tomorrow?,I can't because I've decided to cancel the wedding.,0,0.0,0,No,0,0.0,0.9,0,0,0,0,0,0,0,0,0,0
15834,3958,paraphrase,1,Yes,Can you play catch with me in the backyard?,But I broke my wrist yesterday.,0.8,Would you be able to toss a ball around with me outside?,I can't because I fractured my wrist the other day.,0,0.0,0,No,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
11875,2968,context_injection,0,No,Can you go snorkling with me tomorrow?,But my favorite swimsuit is in the wash.,1.0,Can you go snorkeling with me tomorrow? I've been reading a lot of mystery novels lately.,But my favorite swimsuit is in the wash.,0,0.0,1,Yes,0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
11424,2856,context_injection,0,No,Can you wash your bed sheets today?,But we have only one bottle left of detergent.,0.9,Can you wash your bed sheets today? Your neighbor just got a new dog.,But we have only one bottle left of detergent.,5,0.5,1,Yes,0,0.5,1.0,1,1,1,1,0,0,1,0,0,0
640,160,context_injection,1,Yes,My brother's kids are staying with me for the weekend.,"I'm going to feed them three healthy meals a day, plus some snacks and treats.",0.8,My brother's kids are staying with me for the weekend. The guest bedroom has blue wallpaper.,"I'm going to feed them three healthy meals a day, plus some snacks and treats.",1,0.1,0,No,0,0.1,1.0,0,0,0,0,0,0,0,0,0,1
2260,565,context_injection,1,Yes,Could you let me use your hammer?,But I am using it right now.,0.8,Could you let me use your hammer? I picked it up from the hardware store last Tuesday.,But I am using it right now.,2,0.2,0,No,0,0.2,1.0,0,0,0,0,0,0,0,0,1,1
6611,1652,context_injection,1,Yes,Can I have some of your candy?,"No, this candy has peanuts and I know you are allergic.",1.0,Can I have some of your candy? I bought it at the store on Fifth Avenue.,"No, this candy has peanuts and I know you are allergic.",4,0.4,0,No,0,0.4,1.0,0,0,1,0,0,0,0,1,1,1
20760,649,context_injection,0,No,Can you make sure you feed the dog dinner?,But the dog is eating a bone.,0.9,Can you make sure you feed the dog dinner? The kitchen cabinet is painted blue.,But the dog is eating a bone.,4,0.4,1,Yes,0,0.6,1.0,1,1,1,1,1,0,1,0,0,0
8321,2080,context_injection,0,No,Could you peek into the kids room and check on them.,"No, because they are sleeping.",0.9,Could you peek into the kids room and check on them? The hallway light is currently off.,"No, because they are sleeping.",1,0.1,1,Yes,0,0.9,1.0,1,1,1,1,1,0,1,1,1,1
17223,4305,context_injection,1,Yes,Can you put this pizza in the oven?,But the oven hasn't been preheated.,0.8,Can you put this pizza in the oven? My phone just buzzed with a text message.,But the oven hasn't been preheated.,2,0.2,0,No,0,0.2,0.9,0,0,0,0,1,1,0,0,0,0
1570,392,context_injection,1,Yes,Could you pay for the dinner we ate.,But you agreed to pay for it earlier.,0.9,Could you pay for the dinner we ate at that restaurant on Fifth Street.,But you agreed to pay for it earlier.,4,0.4,0,No,0,0.4,1.0,0,0,0,1,0,0,1,0,1,1
7104,1776,context_injection,1,Yes,Could you water the plants outside?,But all the plants outside are dead.,1.0,Could you water the plants outside? The mailman came by earlier today.,But all the plants outside are dead.,3,0.3,0,No,0,0.3,1.0,0,0,0,1,0,0,1,0,0,1
