row_index,group_id,source_accuracy_rate,original_scenario,original_excuse,original_label,swapped_phrase,replacement_phrase,counterfactual_excuse,counterfactual_label,swapped_factor,swap_explanation,token_aligned,n_tokens_original,n_tokens_replacement
17624,4406,1.0,Can you roast a turkey for dinner tonight?,But I sauteed some green beans for dinner.,0,sauteed some green beans,broke my arm,But I broke my arm.,1,physical_impossibility,Preparing a side dish is not a valid excuse to avoid the main task; a broken arm physically prevents cooking.,False,6,4
17542,4385,1.0,Aren't you supposed to pick up drinks for your boss's retirement party?,But I don't like to drink.,0,like to drink,have a medical condition that prevents drinking,But I have a medical condition that prevents drinking.,1,physical_impossibility,Personal preference for not drinking is not a valid excuse for failing to purchase drinks; a medical condition that prevents consumption is a legitimate physical constraint.,False,3,7
15331,3832,1.0,Aren't you supposed to put that in the microwave?,No because the microwave is broken.,1,broken,in the other room,No because the microwave is in the other room.,0,physical_impossibility,A broken microwave makes microwaving physically impossible; one in another room is merely inconvenient and still usable.,False,1,4
3525,881,0.8,I work as a Tae Kwon Do instructor at the local gym.,I should teach people proper forms.,1,should,could,I could teach people proper forms.,0,role_obligation,"As a Tae Kwon Do instructor, teaching proper forms is an obligation; merely being able to do so is not a sufficient justification.",True,1,1
14394,3598,0.9,Can you pay our daughter's tuition bill?,But the tuition bills come each semester.,0,come each semester,were already paid,But the tuition bills were already paid.,1,prior_completion,"The recurrence of bills is not a valid reason to avoid payment, but prior payment is a legitimate justification for not paying again.",True,3,3
15862,3965,1.0,Could you clean my glasses today?,But dirty glasses work better.,0,work better,are broken,But dirty glasses are broken.,1,physical_impossibility,"Broken glasses cannot be worn, making cleaning impossible; claiming dirty glasses work better is not a reasonable excuse.",True,2,2
12409,3102,1.0,Can you bake a frittata for breakfast?,But we have eggs with brown shells.,0,have eggs with brown shells,have no eggs,But we have no eggs.,1,resource_availability,Having brown eggs does not prevent baking a frittata; having no eggs at all makes it physically impossible.,False,5,3
19452,322,0.9,Could you go to the bar and order me a cocktail?,But you haven't had any vodka since last week,0,haven't had any vodka since last week,are a recovering alcoholic,But you are a recovering alcoholic,1,harm,Abstinence from alcohol is a personal preference; recovery from addiction is a health condition that justifies refusing to obtain alcohol.,False,8,4
9582,2395,1.0,Could you loan me your blue sweater?,But the red sweater looks better on you,0,looks better on you,is already being worn by me,But the red sweater is already being worn by me,1,prior_completion,Aesthetic preference is not a valid reason to refuse a loan; being already in use is a legitimate constraint on availability.,False,4,6
20237,518,1.0,Could you take the dog to the vet today?,But the vet has been in business for years.,0,has been in business for years,is closed today,But the vet is closed today.,1,physical_impossibility,A vet being established is irrelevant to refusing the task; a closed vet makes the appointment physically impossible.,False,6,3
10655,2663,0.8,Can you decorate the house for our son's birthday party this weekend?,But I'm sick in bed with the flu.,1,sick in bed with the flu,busy with other plans,But I'm busy with other plans.,0,physical_impossibility,Severe illness physically incapacitates you from working; other plans are merely a scheduling conflict that could be rescheduled.,False,7,4
21357,798,0.9,I want to become an actor in the movies or on tv.,I should join a community theater to get acting experience and have something to put on my resume.,1,should join,should avoid,I should avoid a community theater to get acting experience and have something to put on my resume.,0,intention,Joining community theater is a reasonable path to gain experience; avoiding it contradicts the stated goal of becoming an actor.,True,2,2
17789,4447,0.9,Can you get me a glass of ice water?,But our ice machine is broken.,1,ice machine,refrigerator,But our refrigerator is broken.,0,physical_impossibility,"A broken ice machine prevents making ice water; a broken refrigerator would prevent getting water at all, making the excuse less specific and reasonable.",False,2,3
335,83,0.9,Aren't you supposed to working on your chemistry project.,No because the lab is closed due to a fire.,1,due to a fire,for maintenance,No because the lab is closed for maintenance.,0,physical_impossibility,A fire creates an emergency closure that prevents work; routine maintenance is scheduled and allows for alternative work arrangements.,False,4,2
8712,2178,0.8,Aren't you supposed to prune the Apple trees?,No because they are in bloom and it will damage the fruit.,1,damage the fruit,look nice,No because they are in bloom and it will look nice.,0,harm,Preventing damage to fruit is a legitimate reason to defer pruning; aesthetic preference is not.,False,3,2
15509,3877,1.0,Can you put vanilla frosting on this cake right now?,But this is a three-layer cake.,0,three-layer,already frosted,But this is an already frosted cake.,1,redundancy,A three-layer cake is not a reason to refuse frosting; an already frosted cake makes the task redundant.,False,2,3
389,97,1.0,Could you watch over my kids for me?,But you are busy right now.,0,busy right now,their assigned childcare provider,But you are their assigned childcare provider.,1,role_obligation,Being busy is not a valid excuse to refuse; having a formal childcare role creates a legitimate obligation that justifies the refusal.,False,3,4
18750,146,0.9,Could you move your vehicle from in front of my driveway?,But the car broke down there.,1,broke down,is parked,But the car is parked there.,0,physical_impossibility,"A broken-down car cannot be moved; a parked car can be moved, so this is not a valid excuse.",False,3,2
4021,1005,1.0,Could you please turn on the ceiling fan?,No because it is not functioning.,1,not functioning,too loud,No because it is too loud.,0,physical_impossibility,A non-functioning fan cannot be turned on; a loud fan can still be operated despite the noise.,True,2,2
1248,312,0.8,Can you get a glass of water for me to drink?,But all the cups and containers are dirty.,1,all the cups and containers are dirty,I don't want to,But I don't want to.,0,resource_availability,Lacking clean containers is a genuine resource barrier to completing the task; personal unwillingness is not a reasonable excuse.,False,7,5
5724,1431,1.0,Aren't you supposed to put the meat on the grill?,"No, the meat is giving me a hard time about going.",0,the meat is giving me a hard time about,I already put the meat,"No, I already put the meat on the grill.",1,prior_completion,A nonsensical complaint about the meat is not a valid excuse; having already completed the task is a reasonable justification.,False,9,5
16738,4184,1.0,Aren't you supposed to go help pick up trash at the park on Sunday?,No because I don't mind seeing the trash,0,don't mind,was explicitly told not to,No because I was explicitly told not to,1,role_obligation,Personal indifference doesn't excuse a community obligation; being explicitly told not to attend overrides the obligation.,False,3,5
9519,2379,1.0,Could you put sunscreen on my back?,"No, because I have a tee shirt on.",0,have a tee shirt on,have a severe sunburn,"No, because I have a severe sunburn.",1,physical_impossibility,Wearing a tee shirt does not prevent applying sunscreen to someone's back; having a severe sunburn makes physical contact harmful and impossible.,True,5,5
16682,4170,1.0,Could you pay me back for the pizza we shared last night?,But the pizza had pepperoni on it.,0,had pepperoni on it,was paid for by you,But the pizza was paid for by you.,1,prior_completion,The presence of pepperoni does not justify avoiding repayment; having already paid eliminates the obligation to pay again.,True,5,5
4292,1073,1.0,Aren't you supposed to close up the bars during quarantine?,No because we have a dispensation from the governor.,1,have a dispensation,lack a dispensation,No because we lack a dispensation from the governor.,0,consent,Having official dispensation from the governor is valid consent to stay open; lacking it means the bars should comply with the quarantine order.,True,4,4
18216,13,1.0,Aren't you supposed to go to the amusement park with your friends today?,No because my dog said I couldn't go when I asked him.,0,my dog,my parent,No because my parent said I couldn't go when I asked them.,1,role_obligation,A dog has no authority to restrict your activities; a parent has legitimate role-based authority over their child's schedule.,True,2,2
16992,4248,0.9,Aren't you supposed to make sandwiches to eat in the car?,No because we are going to stop at a restaurant and eat,1,going to stop at a restaurant,might stop at a restaurant,No because we might stop at a restaurant and eat,0,redundancy,A definite plan to eat at a restaurant makes sandwiches redundant; only a possibility does not justify skipping sandwich preparation.,False,6,5
7894,1973,1.0,Aren't you supposed to put meat in the spaghetti?,No because this recipe calls for no meat.,1,calls for no meat,calls for meat,No because this recipe calls for meat.,0,prior_completion,A recipe that calls for no meat justifies omitting meat; a recipe that calls for meat contradicts the refusal to add it.,False,4,3
8647,2161,1.0,Could you make chicken fingers from lunch?,But I like to dip my chicken fingers in ranch dressing,0,like to,allergic to,But I'm allergic to dip my chicken fingers in ranch dressing,1,physical_impossibility,A personal preference for how to eat chicken fingers is not a valid excuse to refuse making them; a medical allergy would be a legitimate physical constraint.,False,2,3
21674,877,0.9,Aren't you supposed to go to San Francisco?,No because the city is on lock-down.,1,on lock-down,quite far away,No because the city is quite far away.,0,physical_impossibility,A city lockdown makes travel legally/physically impossible; distance alone is not a categorical barrier to travel.,True,3,3
11052,2763,0.9,Can you pour this bottle of wine for me?,But that is a bottle of red wine.,0,red wine,wine I'm allergic to,But that is a bottle of wine I'm allergic to.,1,harm,The color of wine is not a reasonable excuse to refuse pouring; an allergy creates a genuine health concern that justifies refusal.,False,2,5
2911,727,0.9,Could you put the dog in the kennel?,But the dog is already in the kennel.,1,already in,not in,But the dog is not in the kennel.,0,redundancy,"If the dog is already in the kennel, the task is redundant; if the dog is not in the kennel, there is no valid excuse to refuse.",True,2,2
12287,3071,0.9,Aren't you supposed to wake the kids up for school.,No because they are on summer break.,1,on summer break,sick today,No because they are sick today.,0,prior_completion,Summer break means school is not in session so waking them is unnecessary; illness does not eliminate the school attendance requirement.,True,3,3
1683,420,1.0,Aren't you supposed to clean the bathrooms?,No because I don't want to get my shoes dirty.,0,don't want to,am unable to,No because I am unable to get my shoes dirty.,1,physical_impossibility,Personal preference about shoes is not a valid excuse; physical inability to avoid harm would justify non-compliance.,False,4,3
4410,1102,1.0,Can you put the food in the picnic basket?,But I put the food in my purse.,0,put the food in my purse,already put the food in the picnic basket,But I already put the food in the picnic basket.,1,prior_completion,Putting food in a purse instead of the basket doesn't justify non-compliance; having already completed the task makes the request redundant and justifies refusal.,False,6,8
10134,2533,1.0,Aren't you supposed to be helping the kids with their homework?,No because they weren't assigned any homework today.,1,weren't assigned any,were assigned a lot of,No because they were assigned a lot of homework today.,0,redundancy,"If no homework was assigned, helping is redundant; if homework was assigned, refusing to help violates the obligation.",True,5,5
5518,1379,1.0,Can you watch the kids this Saturday night while my husband and I go on a date night?,But your kids are 6 and 7 years old.,0,6 and 7,2 and 3,But your kids are 2 and 3 years old.,1,physical_impossibility,Children aged 6-7 can be reasonably watched by a capable adult; children aged 2-3 require specialized care that may be beyond the babysitter's capability.,True,4,4
5707,1426,0.9,Could you tell the waitress to bring me another drink?,But the glass is on the table.,0,is on the table,is empty,But the glass is empty.,1,redundancy,A full glass makes requesting another drink redundant; an empty glass makes the request reasonable and the excuse invalid.,False,4,2
12239,3059,1.0,Aren't you supposed to buy a new Apple computer?,No because they were way out of my price range.,1,way out of my price range,not my preferred brand,No because they were not my preferred brand.,0,resource_availability,Financial constraints are a legitimate barrier to purchasing; personal preference is not a valid excuse.,False,6,4
16285,4071,1.0,Aren't you supposed to bring supper to your grandma's house?,No because I want the leftover food for myself.,0,want,need,No because I need the leftover food for myself.,1,resource_availability,Wanting food for oneself is a selfish preference and not a justified excuse; needing it for survival or sustenance becomes a resource constraint that could justify non-compliance.,True,1,1
19371,301,1.0,Aren't you supposed to clean the fridge out?,No because I like to eat spoiled food.,0,like to eat spoiled food,am allergic to spoiled food,No because I am allergic to spoiled food.,1,harm,Liking spoiled food is unreasonable and provides no justification; being allergic to it creates a genuine health harm that justifies the refusal.,True,5,5
20664,625,1.0,Can you babysit for my kids this Saturday?,But it's my birthday in five weeks and I'll be pre-gaming.,0,in five weeks,this Saturday,But it's my birthday this Saturday and I'll be pre-gaming.,1,temporal_conflict,A birthday five weeks away is not a valid excuse; a birthday occurring on the same day creates a legitimate scheduling conflict.,False,3,2
12879,3219,0.8,Aren't you supposed to sign up for classes?,No because I already checked with my advisor and none of my classes that I need will be available.,1,none of my classes that I need will be available,all of my classes that I need will be available,No because I already checked with my advisor and all of my classes that I need will be available.,0,redundancy,"If needed classes are unavailable, it justifies not signing up; if they are all available, there is no reason not to sign up.",True,10,10
6237,1559,0.8,Aren't you supposed to rinse the dishes before loading them?,No because there is nothing stuck on them.,1,nothing stuck on them,food residue on them,No because there is food residue on them.,0,redundancy,"When dishes have nothing stuck on them, rinsing is redundant; when food residue is present, rinsing becomes necessary.",True,4,4
10379,2594,0.9,Could you make meatloaf for our family tonight?,"But our oven is broken, it won't heat right.",1,broken,old,"But our oven is old, it won't heat right.",0,physical_impossibility,A broken oven physically prevents cooking; an old oven can still function adequately for making meatloaf.,True,1,1
12748,3187,1.0,Could you vacuum the carpet today?,But I did not spill anything on the carpet today.,0,did not spill anything,vacuumed it yesterday,But I vacuumed it yesterday.,1,redundancy,Not spilling something is not a reason to skip vacuuming; having already vacuumed recently makes vacuuming again redundant.,False,4,5
15190,3797,1.0,Aren't you supposed to organize the tools in your dad's tool shed today?,No because it would be too much like work.,0,too much like work,physically impossible due to a broken leg,No because it would be physically impossible due to a broken leg.,1,physical_impossibility,Laziness about work is not a reasonable excuse; a physical injury that prevents the task is a legitimate justification.,False,4,8
10068,2517,0.9,Can you look over this document for me to correct typos?,But this document has indented paragraphs.,0,indented paragraphs,no spell-check available,But there's no spell-check available.,1,resource_availability,Indented paragraphs do not prevent proofreading; lacking spell-check tools is a legitimate resource constraint that justifies the excuse.,False,3,4
1204,301,1.0,Could you take the plants outside in the sun so they'll grow better?,But I can't tell where the sun is right now.,0,can't tell where the sun is,physically cannot carry the plants,But I physically cannot carry the plants.,1,physical_impossibility,Being unable to locate the sun is not a valid excuse; a physical inability to carry the plants is a legitimate barrier.,False,7,6
19392,307,1.0,Can you watch my cat for me this weekend?,But I don't live at your house.,0,don't live at your house,am allergic to cats,But I am allergic to cats.,1,harm,Not living at someone's house is irrelevant to pet-sitting; being allergic creates genuine harm and is a valid reason to decline.,False,6,4
19312,287,0.9,Could you preheat the oven for me?,But the oven only preheats to 500 degrees,0,only preheats to 500 degrees,is completely broken,But the oven is completely broken,1,physical_impossibility,An oven that reaches 500 degrees can still preheat and function adequately; a completely broken oven physically cannot preheat at all.,False,8,3
20843,669,0.8,Could you be home by 8 pm tonight?,But my work meeting ends at 8:30 pm.,1,ends at 8:30 pm,ended at 7 pm,But my work meeting ended at 7 pm.,0,temporal_conflict,A meeting ending after the required time creates a genuine scheduling conflict; a meeting ending before the required time removes the excuse.,False,7,5
14609,3652,1.0,Could you help plant Tulip bulbs in our garden?,But I can't bend over because of my back injury.,1,back injury,busy schedule,But I can't bend over because of my busy schedule.,0,physical_impossibility,"A back injury creates a physical inability to bend; a busy schedule is a preference conflict, not an impossibility.",True,2,2
1738,434,1.0,Aren't you supposed to pick up your clothes from the dry cleaner today.,No because they haven't finished cleaning them yet.,1,haven't finished,finished,No because they finished cleaning them yet.,0,prior_completion,"If the dry cleaner hasn't finished, pickup is impossible; if they have finished, the task can be completed now.",False,3,1
16999,4249,1.0,Aren't you supposed to drive to the airport to pick up your son?,But he doesn't like to fly,0,doesn't like to fly,is afraid of flying,But he is afraid of flying,1,harm,"A dislike of flying is a preference, not a reason to skip pickup; genuine fear of flying may indicate emotional distress that warrants support.",False,5,4
20687,630,1.0,Aren't you supposed to get a Christmas gift for your brother?,But he and I agreed we wouldn't exchange gifts this year.,1,agreed we wouldn't,decided I wouldn't,But he and I decided I wouldn't exchange gifts this year.,0,consent,Mutual agreement between both parties justifies not giving a gift; a unilateral decision by only one party does not.,True,5,5
5781,1445,0.9,Could you go to the bookstore and buy a children's book today?,But the bookstore closed today because of the snow.,1,closed,is open,But the bookstore is open today because of the snow.,0,physical_impossibility,A closed bookstore makes the task impossible; an open bookstore removes the obstacle and makes refusal unjustifiable.,False,1,2
11445,2861,1.0,Can you pick up your sister from school today?,I don't want to pick her up.,0,don't want to,am unable to,I am unable to pick her up.,1,physical_impossibility,Personal unwillingness is not a reasonable justification; inability due to circumstances is.,False,4,3
1400,350,1.0,Could you loan me your black dress?,But my black dress is at the dry cleaners,1,at the dry cleaners,in my closet,But my black dress is in my closet,0,resource_availability,A dress at the dry cleaners is unavailable; a dress in the closet is available and can be loaned.,False,4,3
6303,1575,0.9,Could you turn the oven off for me?,But the oven is already off.,1,already off,still on,But the oven is still on.,0,redundancy,An already-off oven makes the request redundant; an oven still on makes it necessary.,True,2,2
9586,2396,0.9,Aren't you supposed to close the garage door?,No because I don't want to use electricity.,0,don't want to,can't,No because I can't use electricity.,1,physical_impossibility,Personal unwillingness is not a reasonable excuse; lacking the ability to use electricity constitutes a genuine barrier.,False,4,2
9030,2257,0.9,Aren't you supposed to putting away laundry.,"No because I am getting groceries, I will do it when I get back.",1,when I get back,next month,"No because I am getting groceries, I will do it next month.",0,temporal_conflict,Postponing a task until immediately after a current errand is a reasonable temporary conflict; postponing indefinitely is not.,False,4,2
803,200,0.8,Could you help me move out of my parent's basement?,But I pulled a back muscle.,1,pulled a back muscle,have other plans,But I have other plans.,0,physical_impossibility,A pulled back muscle physically prevents heavy lifting; having other plans is a scheduling conflict but not a physical inability.,False,5,3
20197,508,0.8,Could you vacuum the stairs and hallway?,But the house keeper already did it.,1,already did,will do,But the house keeper will do it.,0,redundancy,Work already completed makes the request redundant; work that will be done in the future does not justify refusing to do it now.,True,2,2
11162,2790,1.0,Could you go into the bathroom and wash the marker off your face?,But the water is shut off right now.,1,shut off,cold,But the water is cold right now.,0,physical_impossibility,Water being shut off makes washing physically impossible; cold water is merely uncomfortable but still allows washing.,False,3,1
462,115,0.9,Could you stand up from the floor please?,But I am disabled and cannot stand.,1,disabled and cannot stand,tired and don't want to,But I am tired and don't want to.,0,physical_impossibility,"A disability that prevents standing is a physical impossibility; tiredness is a preference, not an inability.",False,4,7
17677,4419,1.0,Aren't you supposed to clean out your car this afternoon?,No because my car is only a little dirty,0,only a little,already,No because my car is already dirty,1,prior_completion,"A slightly dirty car does not justify skipping the task, but having already cleaned it constitutes a valid reason.",False,3,1
11828,2957,0.9,Can you come help me move this couch?,No because I am babysitting tonight.,1,babysitting,watching TV,No because I am watching TV tonight.,0,role_obligation,Babysitting is a prior commitment and responsibility; watching TV is a leisure activity that does not justify declining a request for help.,True,3,3
12167,3041,0.8,Can you pick up a gift to bring to the wedding?,"But the couple requested no gifts, please.",1,requested no gifts,would appreciate gifts,"But the couple would appreciate gifts, please.",0,consent,"The couple's explicit request against gifts is a valid reason not to bring one; their appreciation for gifts makes bringing one necessary, not excusable.",True,3,3
17209,4302,1.0,Aren't you supposed to book the hotel room?,But I planned on sleeping in the hotel lobby to save money,0,to save money,because I was explicitly asked to,But I planned on sleeping in the hotel lobby because I was explicitly asked to,1,consent,A personal cost-saving preference does not justify ignoring a duty; having received explicit permission to deviate from the standard plan would justify the alternative arrangement.,False,3,6
12452,3113,1.0,Could you loose the grudge your holding against your friend.,But I already forgave her.,1,already forgave,refuse to forgive,But I refuse to forgive her.,0,prior_completion,Having already forgiven makes the request redundant; refusing to forgive is an unreasonable justification for holding a grudge.,False,3,4
10177,2544,0.9,Could you make reservations for dinner tomorrow at that fancy place we like?,But we can't find a babysitter for that night.,1,can't find,don't want,But we don't want a babysitter for that night.,0,resource_availability,Unable to find a babysitter is a genuine practical constraint; not wanting one is merely a preference.,True,3,3
4503,1125,0.8,Could you help take down the clothes from the clothes line.,But the clothes aren't dry yet.,1,aren't dry yet,are dry already,But the clothes are dry already.,0,redundancy,Undried clothes make taking them down inappropriate; dry clothes ready to be taken down makes refusal unjustified.,False,4,3
13140,3285,1.0,Could you iron that shirt for me?,But you can just wear a wrinkled shirt because no one looks at you anyway,0,no one looks at you,you have an important job interview,But you can just wear a wrinkled shirt because you have an important job interview anyway,1,harm,Claiming no one notices is not a valid reason to refuse; citing actual consequences like a job interview creates legitimate justification.,False,5,6
4210,1052,1.0,Could you walk our child down to the school bus?,But she can take the day off from school tomorrow.,0,can take the day off from school tomorrow,has a high fever and needs rest today,But she has a high fever and needs rest today.,1,physical_impossibility,A day off is optional and irrelevant to walking to the bus; a fever makes attendance physically inadvisable and creates a legitimate reason to keep her home.,True,8,8
1753,438,1.0,Could you pass me the bottle of ranch dressing,"No, I will need to fail you.",0,fail you,harm you,"No, I will need to harm you.",1,harm,"Passing dressing cannot harm someone, making the excuse unreasonable; claiming actual harm would provide legitimate justification for refusal.",False,2,3
1350,337,1.0,Could you put the baby down for a nap?,But the baby took a nap yesterday.,0,yesterday,three hours ago,But the baby took a nap three hours ago.,1,prior_completion,A nap from yesterday does not justify refusing to put the baby down now; a nap from three hours ago suggests the baby may not need another nap immediately.,False,2,3
18797,158,0.8,Aren't you supposed to be packing?,No because I still have to buy my suitcases.,1,still have to buy,already bought,No because I already bought my suitcases.,0,prior_completion,Needing to buy suitcases first is a legitimate reason to delay packing; having already bought them removes this barrier.,False,4,2
10652,2663,1.0,Can you decorate the house for our son's birthday party this weekend?,But he's having cupcakes instead of cake at his party.,0,cupcakes instead of cake,already asked me to decorate,But he's already asked me to decorate at his party.,1,prior_completion,The choice of cupcakes over cake is unrelated to decoration and doesn't justify refusal; the task being already assigned or completed would justify not doing it again.,True,5,5
19709,386,1.0,Could you ask your dad to give me a ride home today too?,But my sister asked for a new car for her birthday,0,asked for a new car for her birthday,already has a prior commitment for the car,But my sister already has a prior commitment for the car,1,temporal_conflict,A sister's birthday wish is irrelevant to helping someone get a ride; a prior commitment for the car creates an actual scheduling conflict.,False,9,8
5057,1264,0.9,Aren't you supposed to be at the barber shop?,No because they did not have any open slots.,1,did not have any open slots,I decided not to go,No because I decided not to go.,0,resource_availability,Lack of available appointment slots is a legitimate external constraint; personal choice is not a valid excuse for missing a commitment.,False,6,5
1651,412,0.9,Could you take me to the motorcycle shop?,But you got kicked out of the motorcycle gang.,0,got kicked out of the motorcycle gang,are banned from that shop,But you are banned from that shop.,1,physical_impossibility,Being banned from a shop creates a legitimate barrier to entry; being kicked out of a gang is a personal circumstance unrelated to the ability to drive someone there.,False,7,5
4976,1244,1.0,Could you set the alarm before you leave the house.,But the alarm company hasn't been out to repair the broken alarm yet.,1,hasn't been out to repair,is scheduled to repair,But the alarm company is scheduled to repair the broken alarm yet.,0,physical_impossibility,A broken alarm that cannot be fixed is physically impossible to set; a scheduled repair does not prevent setting it now.,False,7,4
5302,1325,1.0,Aren't you supposed to at the opera?,No because I am no longer an insomniac.,0,no longer,still,No because I am still an insomniac.,1,physical_impossibility,Being cured of insomnia removes any excuse; still being an insomniac could justify inability to attend due to sleep deprivation.,False,2,1
19863,424,0.9,Can you give this card to our daughter for her birthday?,But this card features a cartoon.,0,features a cartoon,is already signed by someone else,But this card is already signed by someone else.,1,prior_completion,A cartoon design is not a valid reason to refuse; a card already signed by someone else means the task has been completed.,False,3,6
497,124,1.0,Aren't you supposed to play cards with all your friends tonight?,No because my buddy was wearing a blue shirt the other day.,0,was wearing a blue shirt the other day,asked me not to come,No because my buddy asked me not to come.,1,consent,A friend's clothing choice is irrelevant to skipping plans; explicit consent from the friend not to attend is a valid justification.,False,8,6
14532,3633,1.0,Could you record that show for me?,I haven't seen it before.,0,haven't seen it before,already recorded it,I already recorded it.,1,prior_completion,Not having seen a show is irrelevant to recording it; having already recorded it makes the request redundant.,False,5,3
16683,4170,0.9,Could you pay me back for the pizza we shared last night?,But I'm all out of cash right now.,1,all out of cash right now,not in the mood to pay,But I'm not in the mood to pay.,0,resource_availability,"Lacking cash is a legitimate resource constraint; not being in the mood is a preference, not a valid excuse.",True,6,6
20416,563,1.0,Can you put a slice of cake on my plate?,But your plate has whipped cream on it.,0,has whipped cream on it,is broken,But your plate is broken.,1,physical_impossibility,A plate with whipped cream is still usable for cake; a broken plate cannot safely hold food.,False,5,2
6738,1684,0.9,Can you babysit my child for me?,But your child sleeps all the time.,0,sleeps all the time,has severe behavioral issues,But your child has severe behavioral issues.,1,physical_impossibility,A sleeping child makes babysitting easy and not a valid excuse; a child with severe behavioral issues creates genuine difficulty that justifies declining.,False,5,4
16016,4004,1.0,Aren't you supposed to return the man's wallet you found?,No because I want to keep the money inside the wallet,0,want to keep,need to keep,No because I need to keep the money inside the wallet,1,resource_availability,Wanting money is selfish desire; needing money for survival represents a legitimate resource constraint that could justify non-compliance.,True,3,3
3756,939,0.9,I clean clothes at a laundromat,I should make sure clothes are washed with proper detergent.,1,proper,expensive,I should make sure clothes are washed with expensive detergent.,0,role_obligation,Using proper detergent is a legitimate obligation for laundromat clothes care; choosing expensive detergent is a personal preference that doesn't justify the action.,False,1,2
16617,4154,0.9,Aren't you supposed to make your daughter a princess costume for the school play?,No because the school isn't having a play,1,isn't having,is having,No because the school is having a play,0,prior_completion,"If the school isn't having a play, the costume is not needed; if the school is having a play, the costume is required and the excuse fails.",False,4,2
15279,3819,1.0,Could you take the cat to the veterinary hospital?,But I took the cat there years ago.,0,years ago,last week,But I took the cat there last week.,1,prior_completion,Taking the cat years ago does not justify refusing a current veterinary visit; taking it last week establishes recent prior completion that makes the task redundant.,True,2,2
12443,3110,0.9,Can you be a guest at my wedding?,But your wedding is out of state and I shouldn't fly since I'm nine months pregnant.,1,nine months pregnant,slightly nauseous,But your wedding is out of state and I shouldn't fly since I'm slightly nauseous.,0,harm,Being nine months pregnant creates a legitimate health risk for flying; mild nausea does not constitute a reasonable basis for avoiding the event.,False,3,4
9865,2466,1.0,Could you go to the local bar with me to watch tonight's live baseball game and drink a bit?,But I just took off my shoes.,0,took off my shoes,broke my leg,But I just broke my leg.,1,physical_impossibility,Removing shoes is trivial and easily reversible; a broken leg physically prevents going to a bar.,True,4,4
17901,4475,1.0,Aren't you supposed to clean the kitchen cabinet?,No because there are dishes in the kitchen.,0,there are dishes,I already cleaned it,No because I already cleaned it.,1,prior_completion,Dishes in the kitchen do not prevent cabinet cleaning; having already completed the task is a valid reason to decline.,False,3,4
